Week,Position,Rise/Fall,Song,Artist,Album,Total Points,Streams Points,Sales Points,Airplay Points
2024-04-19,12,-2,Governator,Green Day,Green Day,74,45k,27k,2k
2024-04-19,13,-2,Shoplifter,Green Day,Green Day,74,45k,27k,2k
2024-04-19,14,-2,Too Much Too Soon,Green Day,Green Day,74,45k,27k,2k
2024-04-19,15,+4,Hitchin' a Ride,Green Day,Green Day,58,35k,21k,2k
2024-04-19,16,+9,Wake Me Up When September Ends,Green Day,Green Day,42,25k,15k,2k
2024-04-19,17,+23,Helena,My Chemical Romance,My Chemical Romance,58,35k,21k,2k
2024-04-19,18,RE,happiness,Taylor Swift,Taylor Swift,74,45k,27k,2k
2024-04-19,19,+35,Basket Case,Green Day,Green Day,62,40k,12k,10k
2024-04-19,20,RE,Levitating,Dua Lipa,Dua Lipa,73,50k,3k,20k
2024-04-19,21,RE,‘tis the damn season,Taylor Swift,Taylor Swift,66,40k,24k,2k
2024-04-19,22,-4,Geek Stink Breath,Green Day,Green Day,42,25k,15k,2k
2024-04-19,23,RE,Robin,Taylor Swift,Taylor Swift,73,45k,24k,4k
2024-04-19,24,RE,coney island (feat. The National),Taylor Swift,Taylor Swift,66,40k,24k,2k
2024-04-19,25,RE,cowboy like me,Taylor Swift,Taylor Swift,65,40k,21k,4k
2024-04-19,26,RE,ivy,Taylor Swift,Taylor Swift,66,40k,24k,2k
2024-04-19,27,RE,The Manuscript,Taylor Swift,Taylor Swift,66,40k,24k,2k
2024-04-19,28,RE,The Bolter,Taylor Swift,Taylor Swift,66,40k,24k,2k
2024-04-19,29,RE,Peter,Taylor Swift,Taylor Swift,66,40k,24k,2k
2024-04-19,30,+29,I'm Not Okay (I Promise),My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-04-19,31,-8,Dead!,My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-04-19,32,-19,Scattered,Green Day,Green Day,18,10k,6k,2k
2024-04-19,33,-30,Prosthetic Head,Green Day,Green Day,18,10k,6k,2k
2024-04-19,34,-30,Haushinka,Green Day,Green Day,18,10k,6k,2k
2024-04-19,35,-30,Jinx,Green Day,Green Day,18,10k,6k,2k
2024-04-19,36,-9,¿Viva la Gloria? (Little Girl),Green Day,Green Day,18,10k,6k,2k
2024-04-19,37,RE,When I Come Around,Green Day,Green Day,34,20k,12k,2k
2024-04-19,38,RE,Longview,Green Day,Green Day,34,20k,12k,2k
2024-04-19,39,+19,Breakaway,Kelly Clarkson,Kelly Clarkson,34,20k,12k,2k
2024-04-19,40,-24,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Taylor Swift,26,15k,9k,2k
2024-04-19,41,+16,Nobody's Home,Avril Lavigne,Avril Lavigne,26,15k,9k,2k
2024-04-19,42,+24,Because of You,Kelly Clarkson,Kelly Clarkson,34,20k,12k,2k
2024-04-19,43,+17,Since U Been Gone,Kelly Clarkson,Kelly Clarkson,34,20k,12k,2k
2024-04-19,44,+25,Uptown Girl,Westlife,Westlife,26,15k,9k,2k
2024-04-19,45,+26,Style (Taylor's Version),Taylor Swift,Taylor Swift,34,20k,12k,2k
2024-04-19,46,-5,Before the Lobotomy,Green Day,Green Day,18,10k,6k,2k
2024-04-19,47,-26,Blank Space (Taylor's Version),Taylor Swift,Taylor Swift,26,15k,9k,2k
2024-04-19,48,-14,Mobile,Avril Lavigne,Avril Lavigne,26,15k,9k,2k
2024-04-19,49,+14,Teenagers,My Chemical Romance,My Chemical Romance,26,15k,9k,2k
2024-04-19,50,+12,Welcome to the Black Parade,My Chemical Romance,My Chemical Romance,26,15k,9k,2k
2024-04-19,51,+13,I Don't Love You,My Chemical Romance,My Chemical Romance,26,15k,9k,2k
2024-04-19,52,-19,21 Guns,Green Day,Green Day,18,10k,6k,2k
2024-04-19,53,+15,American Idiot,Green Day,Green Day,26,15k,9k,2k
2024-04-19,54,RE,She,Green Day,Green Day,26,15k,9k,2k
2024-04-19,55,RE,Midnight Rain,Taylor Swift,Taylor Swift,34,20k,12k,2k
2024-04-19,56,+24,1981,Green Day,Green Day,18,10k,6k,2k
2024-04-19,57,-26,Shake It Off (Taylor's Version),Taylor Swift,Taylor Swift,26,15k,9k,2k
2024-04-19,58,-7,Last of the American Girls,Green Day,Green Day,18,10k,6k,2k
2024-04-19,59,-24,The Static Age,Green Day,Green Day,18,10k,6k,2k
2024-04-19,60,+5,My Life Would Suck Without You,Kelly Clarkson,Kelly Clarkson,26,15k,9k,2k
2024-04-19,61,-41,Begin Again (Taylor's Version),Taylor Swift,Taylor Swift,26,15k,9k,2k
2024-04-19,62,RE,Forever Now,Green Day,Green Day,18,10k,6k,2k
2024-04-19,63,-41,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Taylor Swift,26,15k,9k,2k
2024-04-19,64,-40,Lips of an Angel,Hinder,Hinder,26,15k,9k,2k
2024-04-19,65,-20,Forever & Always (Taylor’s Version),Taylor Swift,Taylor Swift,26,15k,9k,2k
2024-04-19,66,+9,Give Me Novacaine / She's a Rebel,Green Day,Green Day,18,10k,6k,2k
2024-04-19,67,+9,Are We the Waiting / St. Jimmy,Green Day,Green Day,18,10k,6k,2k
2024-04-19,68,-20,Murder City,Green Day,Green Day,18,10k,6k,2k
2024-04-19,69,-20,Last Night on Earth,Green Day,Green Day,18,10k,6k,2k
2024-04-19,70,-23,East Jesus Nowhere,Green Day,Green Day,18,10k,6k,2k
2024-04-19,71,+19,Welcome to Paradise,Green Day,Green Day,18,10k,6k,2k
2024-04-19,72,+19,Revolution Radio,Green Day,Green Day,18,10k,6k,2k
2024-04-19,73,+19,Bang Bang,Green Day,Green Day,18,10k,6k,2k
2024-04-19,74,+5,Holiday / Boulevard of Broken Dreams,Green Day,Green Day,18,10k,6k,2k
2024-04-19,75,-47,Redundant,Green Day,Green Day,18,10k,6k,2k
2024-04-19,76,RE,The American Dream Is Killing Me,Green Day,Green Day,18,10k,6k,2k
2024-04-19,77,-27,Know Your Enemy,Green Day,Green Day,18,10k,6k,2k
2024-04-19,78,RE,Behind These Hazel Eyes,Kelly Clarkson,Kelly Clarkson,10,5k,3k,2k
2024-04-19,79,RE,Graffitia,Green Day,Green Day,18,10k,6k,2k
2024-04-19,80,+2,Good Riddance (Time of Your Life),Green Day,Green Day,18,10k,6k,2k
2024-04-19,81,+2,King for a Day,Green Day,Green Day,18,10k,6k,2k
2024-04-19,82,+2,Take Back,Green Day,Green Day,18,10k,6k,2k
2024-04-19,83,+4,Last Ride In,Green Day,Green Day,18,10k,6k,2k
2024-04-19,84,+4,Platypus (I Hate You),Green Day,Green Day,18,10k,6k,2k
2024-04-19,85,-7,The Grouch,Green Day,Green Day,18,10k,6k,2k
2024-04-19,86,-16,Make Your Own Kind of Music,Cass Elliot,Cass Elliot,10,5k,3k,2k
2024-04-19,87,RE,Stuck With Me,Green Day,Green Day,18,10k,6k,2k
2024-04-19,88,RE,Brain Stew,Green Day,Green Day,18,10k,6k,2k
2024-04-19,89,RE,Walking Contradiction,Green Day,Green Day,18,10k,6k,2k
2024-04-19,90,RE,You’re Losing Me (From the Vault),Taylor Swift,Taylor Swift,18,10k,6k,2k
2024-04-19,91,-65,Buddy Holly,Weezer,Weezer,58,35k,21k,2k
2024-04-19,92,RE,Sugar Youth,Green Day,Green Day,18,10k,6k,2k
2024-04-19,93,RE,Meet Me on the Roof,Green Day,Green Day,18,10k,6k,2k
2024-04-19,94,RE,Oh Yeah!,Green Day,Green Day,18,10k,6k,2k
2024-04-19,95,RE,Father of All...,Green Day,Green Day,18,10k,6k,2k
2024-04-19,96,RE,Jaded,Green Day,Green Day,18,10k,6k,2k
2024-04-19,97,+1,Coma City,Green Day,Green Day,10,5k,3k,2k
2024-04-19,98,RE,Strange Days Are Here to Stay,Green Day,Green Day,10,5k,3k,2k
2024-04-19,99,RE,Suzie Chapstick,Green Day,Green Day,10,5k,3k,2k
2024-04-19,100,RE,Corvette Summer,Green Day,Green Day,10,5k,3k,2k
2024-04-26,1,=,Uptight,Green Day,Green Day,425,270k,135k,20k
2024-04-26,2,+73,Redundant,Green Day,Green Day,333,220k,69k,44k
2024-04-26,3,-1,All the Time,Green Day,Green Day,281,180k,81k,20k
2024-04-26,4,=,Worry Rock,Green Day,Green Day,210,130k,78k,2k
2024-04-26,5,=,Reject,Green Day,Green Day,210,130k,78k,2k
2024-04-26,6,=,Walking Alone,Green Day,Green Day,210,130k,78k,2k
2024-04-26,7,+4,Extraordinary Girl / Letterbomb,Green Day,Green Day,170,105k,63k,2k
2024-04-26,8,+83,Buddy Holly,Weezer,Weezer,110,70k,30k,10k
2024-04-26,9,RE,Red (Taylor's Version),Taylor Swift,Taylor Swift,122,85k,3k,34k
2024-04-26,10,RE,Ha Ha You're Dead,Green Day,Green Day,90,55k,33k,2k
2024-04-26,11,RE,On the Wagon,Green Day,Green Day,90,55k,33k,2k
2024-04-26,12,RE,Do Da Da,Green Day,Green Day,90,55k,33k,2k
2024-04-26,13,RE,Rotting,Green Day,Green Day,90,55k,33k,2k
2024-04-26,14,RE,Sick of Me,Green Day,Green Day,90,55k,33k,2k
2024-04-26,15,RE,Tired of Waiting for You,Green Day,Green Day,90,55k,33k,2k
2024-04-26,16,RE,Scumbag,Green Day,Green Day,90,55k,33k,2k
2024-04-26,17,RE,I Want to Be on T.V.,Green Day,Green Day,90,55k,33k,2k
2024-04-26,18,RE,Espionage,Green Day,Green Day,90,55k,33k,2k
2024-04-26,19,RE,Don't Wanna Fall in Love,Green Day,Green Day,90,55k,33k,2k
2024-04-26,20,-12,Look Ma No Brains!,Green Day,Green Day,26,15k,9k,2k
2024-04-26,21,-2,Basket Case,Green Day,Green Day,54,35k,9k,10k
2024-04-26,22,-19,Nice Guys Finish Last,Green Day,Green Day,42,25k,15k,2k
2024-04-26,23,+57,Good Riddance (Time of Your Life),Green Day,Green Day,58,35k,21k,2k
2024-04-26,24,-9,Hitchin' a Ride,Green Day,Green Day,42,25k,15k,2k
2024-04-26,25,-18,Homecoming,Green Day,Green Day,18,10k,6k,2k
2024-04-26,26,+5,Dead!,My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-04-26,27,-7,Levitating,Dua Lipa,Dua Lipa,52,35k,3k,14k
2024-04-26,28,+5,Prosthetic Head,Green Day,Green Day,18,10k,6k,2k
2024-04-26,29,+7,¿Viva la Gloria? (Little Girl),Green Day,Green Day,26,15k,9k,2k
2024-04-26,30,RE,Dilemma,Green Day,Green Day,42,25k,15k,2k
2024-04-26,31,-14,Helena,My Chemical Romance,My Chemical Romance,34,20k,12k,2k
2024-04-26,32,+2,Haushinka,Green Day,Green Day,18,10k,6k,2k
2024-04-26,33,+2,Jinx,Green Day,Green Day,18,10k,6k,2k
2024-04-26,34,+18,21 Guns,Green Day,Green Day,26,15k,9k,2k
2024-04-26,35,+24,The Static Age,Green Day,Green Day,26,15k,9k,2k
2024-04-26,36,+10,Before the Lobotomy,Green Day,Green Day,26,15k,9k,2k
2024-04-26,37,-28,Whatsername,Green Day,Green Day,10,5k,3k,2k
2024-04-26,38,-28,Jesus of Suburbia,Green Day,Green Day,10,5k,3k,2k
2024-04-26,39,RE,Fire Ready Aim,Green Day,Green Day,10,5k,3k,2k
2024-04-26,40,+18,Last of the American Girls,Green Day,Green Day,26,15k,9k,2k
2024-04-26,41,-29,Governator,Green Day,Green Day,10,5k,3k,2k
2024-04-26,42,-28,Too Much Too Soon,Green Day,Green Day,10,5k,3k,2k
2024-04-26,43,-30,Shoplifter,Green Day,Green Day,10,5k,3k,2k
2024-04-26,44,RE,Bobby Sox,Green Day,Green Day,34,20k,12k,2k
2024-04-26,45,-29,Wake Me Up When September Ends,Green Day,Green Day,18,10k,6k,2k
2024-04-26,46,+22,Murder City,Green Day,Green Day,26,15k,9k,2k
2024-04-26,47,+22,Last Night on Earth,Green Day,Green Day,26,15k,9k,2k
2024-04-26,48,+22,East Jesus Nowhere,Green Day,Green Day,26,15k,9k,2k
2024-04-26,49,+28,Know Your Enemy,Green Day,Green Day,26,15k,9k,2k
2024-04-26,50,RE,The End.,My Chemical Romance,My Chemical Romance,34,20k,12k,2k
2024-04-26,51,+5,1981,Green Day,Green Day,26,15k,9k,2k
2024-04-26,52,-22,I'm Not Okay (I Promise),My Chemical Romance,My Chemical Romance,26,15k,9k,2k
2024-04-26,53,RE,Living in the '20s,Green Day,Green Day,26,15k,9k,2k
2024-04-26,54,+44,Strange Days Are Here to Stay,Green Day,Green Day,26,15k,9k,2k
2024-04-26,55,+44,Suzie Chapstick,Green Day,Green Day,26,15k,9k,2k
2024-04-26,56,+44,Corvette Summer,Green Day,Green Day,26,15k,9k,2k
2024-04-26,57,+40,Coma City,Green Day,Green Day,26,15k,9k,2k
2024-04-26,58,RE,Goodnight Adeline,Green Day,Green Day,26,15k,9k,2k
2024-04-26,59,RE,One Eyed Bastard,Green Day,Green Day,26,15k,9k,2k
2024-04-26,60,-28,Scattered,Green Day,Green Day,18,10k,6k,2k
2024-04-26,61,+17,Behind These Hazel Eyes,Kelly Clarkson,Kelly Clarkson,18,10k,6k,2k
2024-04-26,62,=,Forever Now,Green Day,Green Day,10,5k,3k,2k
2024-04-26,63,-14,Teenagers,My Chemical Romance,My Chemical Romance,26,15k,9k,2k
2024-04-26,64,-13,I Don't Love You,My Chemical Romance,My Chemical Romance,26,15k,9k,2k
2024-04-26,65,-15,Welcome to the Black Parade,My Chemical Romance,My Chemical Romance,26,15k,9k,2k
2024-04-26,66,RE,The Sharpest Lives,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-04-26,67,RE,This Is How I Disappear,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-04-26,68,+28,Jaded,Green Day,Green Day,18,10k,6k,2k
2024-04-26,69,+19,Brain Stew,Green Day,Green Day,18,10k,6k,2k
2024-04-26,70,RE,Saviors,Green Day,Green Day,26,15k,9k,2k
2024-04-26,71,RE,Father to a Son,Green Day,Green Day,26,15k,9k,2k
2024-04-26,72,-32,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Taylor Swift,10,5k,3k,2k
2024-04-26,73,-13,My Life Would Suck Without You,Kelly Clarkson,Kelly Clarkson,26,15k,9k,2k
2024-04-26,74,-32,Because of You,Kelly Clarkson,Kelly Clarkson,26,15k,9k,2k
2024-04-26,75,-32,Since U Been Gone,Kelly Clarkson,Kelly Clarkson,26,15k,9k,2k
2024-04-26,76,-37,Breakaway,Kelly Clarkson,Kelly Clarkson,26,15k,9k,2k
2024-04-26,77,RE,Disenchanted,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-04-26,78,RE,Cancer,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-04-26,79,RE,House of Wolves,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-04-26,80,+7,Stuck With Me,Green Day,Green Day,18,10k,6k,2k
2024-04-26,81,+8,Walking Contradiction,Green Day,Green Day,18,10k,6k,2k
2024-04-26,82,RE,X-Kid,Green Day,Green Day,18,10k,6k,2k
2024-04-26,83,RE,You Know What They Do to Guys Like Us in Prison,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-04-26,84,RE,The Ghost of You,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-04-26,85,-40,Style (Taylor's Version),Taylor Swift,Taylor Swift,17,10k,3k,4k
2024-04-26,86,-48,Longview,Green Day,Green Day,10,5k,3k,2k
2024-04-26,87,RE,Stray Heart,Green Day,Green Day,18,10k,6k,2k
2024-04-26,88,-12,The American Dream Is Killing Me,Green Day,Green Day,18,10k,6k,2k
2024-04-26,89,-10,Graffitia,Green Day,Green Day,10,5k,3k,2k
2024-04-26,90,RE,Macy's Day Parade,Green Day,Green Day,18,10k,6k,2k
2024-04-26,91,RE,Minority,Green Day,Green Day,18,10k,6k,2k
2024-04-26,92,RE,Waiting,Green Day,Green Day,18,10k,6k,2k
2024-04-26,93,-46,Blank Space (Taylor's Version),Taylor Swift,Taylor Swift,10,5k,3k,2k
2024-04-26,94,-40,She,Green Day,Green Day,18,10k,6k,2k
2024-04-26,95,-58,When I Come Around,Green Day,Green Day,18,10k,6k,2k
2024-04-26,96,-4,Sugar Youth,Green Day,Green Day,10,5k,3k,2k
2024-04-26,97,-4,Meet Me on the Roof,Green Day,Green Day,10,5k,3k,2k
2024-04-26,98,-4,Oh Yeah!,Green Day,Green Day,10,5k,3k,2k
2024-04-26,99,-4,Father of All...,Green Day,Green Day,10,5k,3k,2k
2024-04-26,100,RE,Jackass,Green Day,Green Day,18,10k,6k,2k
2024-05-03,1,=,Uptight,Green Day,Green Day,138,85k,51k,2k
2024-05-03,2,+5,Extraordinary Girl / Letterbomb,Green Day,Green Day,162,100k,60k,2k
2024-05-03,3,-1,Redundant,Green Day,Green Day,160,100k,54k,6k
2024-05-03,4,+22,Dead!,My Chemical Romance,My Chemical Romance,130,80k,48k,2k
2024-05-03,5,+29,21 Guns,Green Day,Green Day,126,90k,24k,12k
2024-05-03,6,-2,Worry Rock,Green Day,Green Day,74,45k,27k,2k
2024-05-03,7,RE,All the Small Things,blink-182,blink-182,122,75k,45k,2k
2024-05-03,8,+14,Nice Guys Finish Last,Green Day,Green Day,89,55k,30k,4k
2024-05-03,9,-6,All the Time,Green Day,Green Day,66,40k,24k,2k
2024-05-03,10,-2,Buddy Holly,Weezer,Weezer,106,65k,39k,2k
2024-05-03,11,RE,1985,Bowling for Soup,Bowling for Soup,106,65k,39k,2k
2024-05-03,12,+8,Look Ma No Brains!,Green Day,Green Day,81,50k,27k,4k
2024-05-03,13,+11,Hitchin' a Ride,Green Day,Green Day,74,45k,27k,2k
2024-05-03,14,+36,The End.,My Chemical Romance,My Chemical Romance,82,50k,30k,2k
2024-05-03,15,+16,Helena,My Chemical Romance,My Chemical Romance,66,40k,24k,2k
2024-05-03,16,+47,Teenagers,My Chemical Romance,My Chemical Romance,74,45k,27k,2k
2024-05-03,17,+47,I Don't Love You,My Chemical Romance,My Chemical Romance,74,45k,27k,2k
2024-05-03,18,+47,Welcome to the Black Parade,My Chemical Romance,My Chemical Romance,74,45k,27k,2k
2024-05-03,19,RE,You Belong with Me (Taylor’s Version),Taylor Swift,Taylor Swift,76,55k,9k,12k
2024-05-03,20,+32,I'm Not Okay (I Promise),My Chemical Romance,My Chemical Romance,66,40k,24k,2k
2024-05-03,21,RE,Mobile,Avril Lavigne,Avril Lavigne,66,40k,24k,2k
2024-05-03,22,+54,Breakaway,Kelly Clarkson,Kelly Clarkson,66,40k,24k,2k
2024-05-03,23,+52,Since U Been Gone,Kelly Clarkson,Kelly Clarkson,66,40k,24k,2k
2024-05-03,24,-15,Red (Taylor's Version),Taylor Swift,Taylor Swift,58,35k,21k,2k
2024-05-03,25,+47,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Taylor Swift,58,35k,21k,2k
2024-05-03,26,+47,My Life Would Suck Without You,Kelly Clarkson,Kelly Clarkson,66,40k,24k,2k
2024-05-03,27,-2,Homecoming,Green Day,Green Day,18,10k,6k,2k
2024-05-03,28,+65,Blank Space (Taylor's Version),Taylor Swift,Taylor Swift,58,35k,21k,2k
2024-05-03,29,+56,Style (Taylor's Version),Taylor Swift,Taylor Swift,58,35k,21k,2k
2024-05-03,30,+8,Jesus of Suburbia,Green Day,Green Day,26,15k,9k,2k
2024-05-03,31,RE,Shake It Off (Taylor's Version),Taylor Swift,Taylor Swift,58,35k,21k,2k
2024-05-03,32,+42,Because of You,Kelly Clarkson,Kelly Clarkson,58,35k,21k,2k
2024-05-03,33,RE,Forever & Always (Taylor’s Version),Taylor Swift,Taylor Swift,58,35k,21k,2k
2024-05-03,34,RE,Uptown Girl,Westlife,Westlife,58,35k,21k,2k
2024-05-03,35,+31,The Sharpest Lives,My Chemical Romance,My Chemical Romance,58,35k,21k,2k
2024-05-03,36,RE,King for a Day,Green Day,Green Day,58,35k,21k,2k
2024-05-03,37,=,Whatsername,Green Day,Green Day,18,10k,6k,2k
2024-05-03,38,RE,Too Dumb To Die,Green Day,Green Day,56,35k,15k,6k
2024-05-03,39,+2,Governator,Green Day,Green Day,18,10k,6k,2k
2024-05-03,40,+3,Shoplifter,Green Day,Green Day,18,10k,6k,2k
2024-05-03,41,+1,Too Much Too Soon,Green Day,Green Day,18,10k,6k,2k
2024-05-03,42,RE,The Saints Are Coming,U2,U2,50,30k,18k,2k
2024-05-03,43,RE,Back in the USA,Green Day,Green Day,50,30k,18k,2k
2024-05-03,44,RE,FANCY,TWICE,TWICE,48,30k,12k,6k
2024-05-03,45,RE,American Idiot,Green Day,Green Day,42,25k,15k,2k
2024-05-03,46,-28,Espionage,Green Day,Green Day,50,30k,18k,2k
2024-05-03,47,-42,Reject,Green Day,Green Day,10,5k,3k,2k
2024-05-03,48,-42,Walking Alone,Green Day,Green Day,10,5k,3k,2k
2024-05-03,49,RE,i wish i hated you,Ariana Grande,Ariana Grande,10,5k,3k,2k
2024-05-03,50,-29,Basket Case,Green Day,Green Day,18,10k,6k,2k
2024-05-03,51,-41,Ha Ha You're Dead,Green Day,Green Day,42,25k,15k,2k
2024-05-03,52,RE,What Is Love,TWICE,TWICE,34,20k,12k,2k
2024-05-03,53,-8,Wake Me Up When September Ends,Green Day,Green Day,18,10k,6k,2k
2024-05-03,54,RE,Geek Stink Breath,Green Day,Green Day,18,10k,6k,2k
2024-05-03,55,RE,Desensitized,Green Day,Green Day,34,20k,12k,2k
2024-05-03,56,-29,Levitating,Dua Lipa,Dua Lipa,10,5k,3k,2k
2024-05-03,57,-29,Prosthetic Head,Green Day,Green Day,10,5k,3k,2k
2024-05-03,58,-26,Haushinka,Green Day,Green Day,10,5k,3k,2k
2024-05-03,59,-26,Jinx,Green Day,Green Day,10,5k,3k,2k
2024-05-03,60,+21,Walking Contradiction,Green Day,Green Day,18,10k,6k,2k
2024-05-03,61,RE,Warning,Green Day,Green Day,18,10k,6k,2k
2024-05-03,62,RE,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,Taylor Swift,24,15k,3k,6k
2024-05-03,63,RE,Blood - Hidden Track,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-05-03,64,RE,Sleep,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-05-03,65,RE,Mama,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-05-03,66,+12,Cancer,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-05-03,67,+24,Minority,Green Day,Green Day,18,10k,6k,2k
2024-05-03,68,+24,Waiting,Green Day,Green Day,18,10k,6k,2k
2024-05-03,69,RE,Famous Last Words,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-05-03,70,-3,This Is How I Disappear,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-05-03,71,RE,Bang Bang,Green Day,Green Day,18,10k,6k,2k
2024-05-03,72,-61,On the Wagon,Green Day,Green Day,26,15k,9k,2k
2024-05-03,73,-61,Do Da Da,Green Day,Green Day,26,15k,9k,2k
2024-05-03,74,-61,Rotting,Green Day,Green Day,26,15k,9k,2k
2024-05-03,75,-61,Sick of Me,Green Day,Green Day,26,15k,9k,2k
2024-05-03,76,-61,Tired of Waiting for You,Green Day,Green Day,26,15k,9k,2k
2024-05-03,77,-61,Scumbag,Green Day,Green Day,26,15k,9k,2k
2024-05-03,78,-61,I Want to Be on T.V.,Green Day,Green Day,26,15k,9k,2k
2024-05-03,79,-60,Don't Wanna Fall in Love,Green Day,Green Day,26,15k,9k,2k
2024-05-03,80,-3,Disenchanted,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-05-03,81,-2,House of Wolves,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-05-03,82,-59,Good Riddance (Time of Your Life),Green Day,Green Day,18,10k,6k,2k
2024-05-03,83,RE,Give Me Novacaine / She's a Rebel,Green Day,Green Day,18,10k,6k,2k
2024-05-03,84,RE,Are We the Waiting / St. Jimmy,Green Day,Green Day,18,10k,6k,2k
2024-05-03,85,RE,Holiday / Boulevard of Broken Dreams,Green Day,Green Day,18,10k,6k,2k
2024-05-03,86,RE,Midnight Rain,Taylor Swift,Taylor Swift,10,5k,3k,2k
2024-05-03,87,-52,The Static Age,Green Day,Green Day,10,5k,3k,2k
2024-05-03,88,-59,¿Viva la Gloria? (Little Girl),Green Day,Green Day,10,5k,3k,2k
2024-05-03,89,+11,Jackass,Green Day,Green Day,10,5k,3k,2k
2024-05-03,90,-7,You Know What They Do to Guys Like Us in Prison,My Chemical Romance,My Chemical Romance,10,5k,3k,2k
2024-05-03,91,-7,The Ghost of You,My Chemical Romance,My Chemical Romance,10,5k,3k,2k
2024-05-03,92,-12,Stuck With Me,Green Day,Green Day,10,5k,3k,2k
2024-05-03,93,+2,When I Come Around,Green Day,Green Day,10,5k,3k,2k
2024-05-03,94,-54,Last of the American Girls,Green Day,Green Day,10,5k,3k,2k
2024-05-03,95,-49,Murder City,Green Day,Green Day,10,5k,3k,2k
2024-05-03,96,-49,Last Night on Earth,Green Day,Green Day,10,5k,3k,2k
2024-05-03,97,-49,East Jesus Nowhere,Green Day,Green Day,10,5k,3k,2k
2024-05-03,98,-62,Before the Lobotomy,Green Day,Green Day,10,5k,3k,2k
2024-05-03,99,-50,Know Your Enemy,Green Day,Green Day,10,5k,3k,2k
2024-05-03,100,RE,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,My Chemical Romance,10,5k,3k,2k
2024-05-10,1,+34,The Sharpest Lives,My Chemical Romance,My Chemical Romance,282,175k,105k,2k
2024-05-10,2,+4,Worry Rock,Green Day,Green Day,202,125k,75k,2k
2024-05-10,3,-2,Uptight,Green Day,Green Day,130,80k,48k,2k
2024-05-10,4,+94,Before the Lobotomy,Green Day,Green Day,274,170k,102k,2k
2024-05-10,5,+33,Too Dumb To Die,Green Day,Green Day,242,150k,90k,2k
2024-05-10,6,+30,King for a Day,Green Day,Green Day,226,140k,84k,2k
2024-05-10,7,+44,Ha Ha You're Dead,Green Day,Green Day,170,105k,63k,2k
2024-05-10,8,+79,The Static Age,Green Day,Green Day,154,95k,57k,2k
2024-05-10,9,-7,Extraordinary Girl / Letterbomb,Green Day,Green Day,98,60k,36k,2k
2024-05-10,10,+46,Levitating,Dua Lipa,Dua Lipa,128,85k,21k,22k
2024-05-10,11,RE,Guilty as Sin?,Taylor Swift,Taylor Swift,140,90k,42k,8k
2024-05-10,12,-9,Redundant,Green Day,Green Day,50,30k,18k,2k
2024-05-10,13,-4,All the Time,Green Day,Green Day,34,20k,12k,2k
2024-05-10,14,-4,Buddy Holly,Weezer,Weezer,98,60k,36k,2k
2024-05-10,15,+73,¿Viva la Gloria? (Little Girl),Green Day,Green Day,114,70k,42k,2k
2024-05-10,16,RE,Suffocate,Green Day,Green Day,98,60k,36k,2k
2024-05-10,17,+38,Desensitized,Green Day,Green Day,98,60k,36k,2k
2024-05-10,18,-6,Look Ma No Brains!,Green Day,Green Day,105,65k,36k,4k
2024-05-10,19,-11,Nice Guys Finish Last,Green Day,Green Day,90,55k,33k,2k
2024-05-10,20,+1,Mobile,Avril Lavigne,Avril Lavigne,106,65k,39k,2k
2024-05-10,21,-1,I'm Not Okay (I Promise),My Chemical Romance,My Chemical Romance,90,55k,33k,2k
2024-05-10,22,-7,Helena,My Chemical Romance,My Chemical Romance,81,50k,27k,4k
2024-05-10,23,-19,Dead!,My Chemical Romance,My Chemical Romance,82,50k,30k,2k
