Week,Position,Rise/Fall,Previous Rank,New Peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Album Cover
2022-02-18,26,'-24,2,False,43,0.0,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Red (Taylor's Version),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,18,7,2,13,https://lastfm.freetls.fastly.net/i/u/300x300/a758908e6e86dcecbb199c4b19acb799.jpg
2022-02-18,27,NEW,--,True,42,--,Not Friends (Sung by HeeJin Kim Lip JinSoul Yves) (Prod. RYAN JHUN),Loona,MAXIS BY RYAN JHUN PT. 2,5,5,1,25,15,2,250000,15000,100000,0.68,0.04,0.27,365000,42,0,0,27,1,https://lastfm.freetls.fastly.net/i/u/300x300/8bd2ce18aa8b551ed5a3b3fce77a0900.jpg
2022-02-18,28,NEW,--,True,42,--,I'm So Pretty,Nature,I'm So Pretty,5,5,1,25,15,2,250000,15000,100000,0.68,0.04,0.27,365000,42,0,0,28,1,https://lastfm.freetls.fastly.net/i/u/300x300/86ecab4b9f32c4c6c9f2bb30b55a6094.jpg
2022-02-18,29,NEW,--,True,42,--,OOPSIE (My Bad),Nature,NATURE WORLD: CODE A,5,5,1,25,15,2,250000,15000,100000,0.68,0.04,0.27,365000,42,0,0,29,1,https://lastfm.freetls.fastly.net/i/u/300x300/5d9df99c03684f4deaad9860d96b572d.jpg
2022-02-18,30,RE,--,False,42,--,Girls,Nature,NATURE WORLD: CODE M,5,5,1,25,15,2,250000,15000,100000,0.68,0.04,0.27,365000,42,0,0,14,3,https://lastfm.freetls.fastly.net/i/u/300x300/18ed692780a8099313da371bd3832e8d.jpg
2022-02-18,31,'=,31,False,41,1.78,놓아 놓아 놓아 Letting Go,DAY6,DAYDREAM,3,2,2,15,6,4,150000,6000,200000,0.42,0.02,0.56,356000,25,9,7,22,3,https://lastfm.freetls.fastly.net/i/u/300x300/0c13e24b87250f647172f66be2a82751.png
2022-02-18,32,RE,--,True,40,--,Talk to Me,Red Velvet,Rookie - The 4th Mini Album,5,3,3,25,9,6,250000,9000,300000,0.45,0.02,0.54,559000,40,0,0,32,2,https://lastfm.freetls.fastly.net/i/u/300x300/0cc3f20f6d4b0132d77a8a2ed305fa54.jpg
2022-02-18,33,'+57,90,False,39,5.8,Liability,Lorde,Melodrama,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,5,0,8,9,https://lastfm.freetls.fastly.net/i/u/300x300/06483355fe8ff1b4eb335c7d9704d84c.jpg
2022-02-18,34,'-22,12,False,39,0.38,22 (Taylor's Version),Taylor Swift,Red (Taylor's Version),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,13,8,12,10,https://lastfm.freetls.fastly.net/i/u/300x300/a758908e6e86dcecbb199c4b19acb799.jpg
2022-02-18,35,'-21,14,False,37,0.5,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From the Vault),Taylor Swift,Red (Taylor's Version),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,12,7,2,14,https://lastfm.freetls.fastly.net/i/u/300x300/a758908e6e86dcecbb199c4b19acb799.jpg
2022-02-18,36,'+4,40,False,34,2.25,I CAN'T STOP ME,TWICE,Eyes wide open,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,8,0,2,6,https://lastfm.freetls.fastly.net/i/u/300x300/4f02062dc96115392e5b8b671550dae5.png
2022-02-18,37,RE,--,False,34,--,BLACK DRESS,CLC,BLACK DRESS,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,0,0,8,2,https://lastfm.freetls.fastly.net/i/u/300x300/3f736fa9f96a95356bd580da1eaf504e.jpg
2022-02-18,38,NEW,--,True,34,--,Hug U,DIA,Flower 4 Seasons,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,0,0,38,1,https://lastfm.freetls.fastly.net/i/u/300x300/c3f13b2f6f17161bde0752d227bb6624.jpg
2022-02-18,39,RE,--,False,34,--,WooWa,DIA,NEWTRO,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,0,0,31,3,https://lastfm.freetls.fastly.net/i/u/300x300/291b587dec78aa825ecd0fb70e6d49d0.jpg
2022-02-18,40,RE,--,False,34,--,Mr. Potter,DIA,Spell,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,0,0,21,4,https://lastfm.freetls.fastly.net/i/u/300x300/e7aa0a80c39c02a5c65d30774d393b18.jpg
2022-02-18,41,'+1,42,False,34,2.25,CHEER UP,TWICE,PAGE TWO,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,8,0,13,9,https://lastfm.freetls.fastly.net/i/u/300x300/f5acd634f8a2379cb0cf8d05c09882ca.png
2022-02-18,42,RE,--,False,34,--,Happy,WJSN,Happy Moment,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,0,0,4,8,https://lastfm.freetls.fastly.net/i/u/300x300/868a93c3b162606752f4a96a698d488c.jpg
2022-02-18,43,RE,--,False,34,--,PITAPAT (DKDK),fromis_9,To. Day,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,0,0,11,4,https://lastfm.freetls.fastly.net/i/u/300x300/619624c67873d647542ddb416a54da74.jpg
2022-02-18,44,RE,--,False,34,--,Guiltless,dodie,Guiltless,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,0,0,5,8,https://lastfm.freetls.fastly.net/i/u/300x300/fb6dc14d261b0ca3b3515e1b056a78b1.jpg
2022-02-18,45,RE,--,False,33,--,Love Me Harder,Ariana Grande,My Everything (Deluxe),4,3,2,20,9,4,200000,9000,200000,0.49,0.02,0.49,409000,33,0,0,12,2,https://lastfm.freetls.fastly.net/i/u/300x300/75ffd9c318f5541c52fe571b73c01155.jpg
2022-02-18,46,'-21,25,False,33,0.8,Shake It Off,Taylor Swift,1989 (Deluxe),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,10,5,11,11,https://lastfm.freetls.fastly.net/i/u/300x300/0b1f574f30170c38434d1d59bcbd9c55.jpg
2022-02-18,47,'-14,33,False,34,1.0,Dance the Night Away,TWICE,Summer Nights,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,9,7,24,3,https://lastfm.freetls.fastly.net/i/u/300x300/86ac21ab36bbd416b225228745866bfe.jpg
2022-02-18,48,'+26,74,False,32,3.33,love4eva (feat. Grimes),LOONA/yyxy,beauty&thebeat,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,6,0,21,6,https://lastfm.freetls.fastly.net/i/u/300x300/98901572d410159a73ae05ca95663c13.jpg
2022-02-18,49,'-4,45,False,32,1.25,Dangerous Woman,Ariana Grande,Dangerous Woman,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,8,6,8,11,https://lastfm.freetls.fastly.net/i/u/300x300/51b8cd76546763550af19d0937cae80a.jpg
2022-02-18,50,RE,--,False,30,--,Dreams Come True,WJSN,Dream Your Dream,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,4,5,3,https://lastfm.freetls.fastly.net/i/u/300x300/be7b2cdbb3c96961e24a8a98d671d3f8.jpg
2022-02-18,51,RE,--,False,30,--,Secret,WJSN,The Secret,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,4,51,3,https://lastfm.freetls.fastly.net/i/u/300x300/5e356e7d1c8aab670a9d4fc6b48dfa60.jpg
2022-02-18,52,RE,--,True,30,--,Rough,GFRIEND,SNOWFLAKE,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,4,52,2,https://lastfm.freetls.fastly.net/i/u/300x300/9ffbce2da8e9de35c687e0f9caf3134b.jpg
2022-02-18,53,'-35,18,False,30,0.5,Heart Attack (츄),Loona,Chuu,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,12,0,3,10,https://lastfm.freetls.fastly.net/i/u/300x300/5ec1f3fc63c7488673f2bdce8ba7ae89.png
2022-02-18,54,'+5,59,False,29,2.0,favOriTe,Loona,FavOriTe,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,6,5,30,10,https://lastfm.freetls.fastly.net/i/u/300x300/8da1a6b9d8ba2beb74ec5b3d76b7cdab.jpg
2022-02-18,55,'-4,51,False,30,1.25,Butterfly,Loona,[X X],2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,8,4,20,10,https://lastfm.freetls.fastly.net/i/u/300x300/cd70bc2d4e15d37211318f38a2248f46.jpg
2022-02-18,56,'-10,46,False,30,1.25,VERY NICE,Seventeen,Love&Letter Repackage Album,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,8,4,44,5,https://lastfm.freetls.fastly.net/i/u/300x300/0663d55f348e97e2260115ddb476a957.png
2022-02-18,57,'+1,58,False,29,2.0,WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,6,5,1,15,https://lastfm.freetls.fastly.net/i/u/300x300/f407735ab6e2f6e25ac8bdeb9041b9b3.jpg
2022-02-18,58,'-26,32,False,29,0.11,Bad Boy,Red Velvet,The Perfect Red Velvet - The 2nd Album Repackage,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,9,10,7,10,https://lastfm.freetls.fastly.net/i/u/300x300/b41b2240023b540eb52fae663a783f35.jpg
2022-02-18,59,'-40,19,False,27,-0.17,Psycho,Red Velvet,‘The ReVe Festival’ Finale,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,12,5,6,11,https://lastfm.freetls.fastly.net/i/u/300x300/541b479201587185b1d10e0b1e7c2980.jpg
2022-02-18,60,'-19,41,False,26,1.25,Hi High,Loona,[+ +],2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,8,0,12,12,https://lastfm.freetls.fastly.net/i/u/300x300/ad2f42cfa70d7fe14ca91ae784cc38b8.jpg
2022-02-18,61,RE,--,False,26,--,Starving,Hailee Steinfeld,Starving,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,8,14,7,https://lastfm.freetls.fastly.net/i/u/300x300/f267617a1398833b9b14e677f08400cc.png
2022-02-18,62,RE,--,False,26,--,Migraine,Moonstar88,Todo Combo,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,53,4,https://lastfm.freetls.fastly.net/i/u/300x300/01e34c7454154aa3ab5ccc90223079c9.jpg
2022-02-18,63,NEW,--,True,26,--,ME,CLC,ME,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,63,1,https://lastfm.freetls.fastly.net/i/u/300x300/e0788bd5be515e47589de7b5df228163.jpg
2022-02-18,64,NEW,--,True,26,--,Hobgoblin,CLC,CRYSTYLE,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,64,1,https://lastfm.freetls.fastly.net/i/u/300x300/abc2a7fedf6342c5d4421f765214e2eb.jpg
2022-02-18,65,NEW,--,True,26,--,Devil,CLC,Devil,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,65,1,https://lastfm.freetls.fastly.net/i/u/300x300/085cd26f22be986ceacbcddb26720626.jpg
2022-02-18,66,NEW,--,True,26,--,Helicopter,CLC,HELICOPTER,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,66,1,https://lastfm.freetls.fastly.net/i/u/300x300/cd499743cb9806806d4c8c17038318a8.jpg
2022-02-18,67,RE,--,False,26,--,BBIBBI,IU,BBIBBI,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,27,3,https://lastfm.freetls.fastly.net/i/u/300x300/859a8479ff581adbf5bf62794fd53caa.jpg
2022-02-18,68,RE,--,False,26,--,To Heart,fromis_9,To. Heart,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,9,5,https://lastfm.freetls.fastly.net/i/u/300x300/4f462f31a3c7ba564e550b0d18cc8451.jpg
2022-02-18,69,RE,--,False,26,--,Where you at,Loona,[X X],3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,27,2,https://lastfm.freetls.fastly.net/i/u/300x300/cd70bc2d4e15d37211318f38a2248f46.jpg
2022-02-18,70,RE,--,False,26,--,KeePer (Prod. PARK KYUNG),THE BOYZ,KeePer (Prod. PARK KYUNG),3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,8,5,https://lastfm.freetls.fastly.net/i/u/300x300/10bce09b63f9db0cf7f9adc4d718b06d.jpg
2022-02-18,71,NEW,--,True,26,--,Butterfly,WJSN,Neverland,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,71,1,https://lastfm.freetls.fastly.net/i/u/300x300/483259b3a80f01b46521a3bf1d166cb9.jpg
2022-02-18,72,NEW,--,True,26,--,As you Wish,WJSN,As You Wish,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,72,1,https://lastfm.freetls.fastly.net/i/u/300x300/e8bfa5719141259e500e2dd7a6941825.jpg
2022-02-18,73,RE,--,False,26,--,Boogie Up,WJSN,SPECIAL ALBUM <For the Summer>,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,13,3,https://lastfm.freetls.fastly.net/i/u/300x300/8fb36d0ca249224ce707a95bf02d6d97.jpg
2022-02-18,74,NEW,--,True,26,--,La La Love,WJSN,WJ STAY?,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,74,1,https://lastfm.freetls.fastly.net/i/u/300x300/4d11ee479f0c10594858fbcfb18d484c.jpg
2022-02-18,75,RE,--,False,26,--,Save Me Save You,WJSN,WJ PLEASE?,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,22,4,https://lastfm.freetls.fastly.net/i/u/300x300/b2f27cc90e1dd64a32814e2086282c2a.png
2022-02-18,76,NEW,--,True,26,--,I Wish,WJSN,From. WJSN,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,76,1,https://lastfm.freetls.fastly.net/i/u/300x300/a86db1e5dce931cd20fd33f31bd47196.jpg
2022-02-18,77,RE,--,False,26,--,MoMoMo,WJSN,Would You Like?,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,52,2,https://lastfm.freetls.fastly.net/i/u/300x300/8cc6a32182c49005635c2f5f76587c2d.jpg
2022-02-18,78,RE,--,False,26,--,TOUCH,NCT,NCT 2018 EMPATHY,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,8,5,https://lastfm.freetls.fastly.net/i/u/300x300/a84826e58889061cf6f8001890191c90.jpg
2022-02-18,79,RE,--,False,26,--,마지막 첫사랑 My First and Last,NCT DREAM,The First - The 1st Single Album,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,13,4,https://lastfm.freetls.fastly.net/i/u/300x300/d64b1c8f38279411862e17793b5914c1.jpg
2022-02-18,80,RE,--,False,26,--,Chewing Gum,NCT DREAM,Chewing Gum,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,1,5,https://lastfm.freetls.fastly.net/i/u/300x300/11fb5dd5fc578217f2480475acf47f0d.jpg
2022-02-18,81,RE,--,False,26,--,Me Gustas Tu,GFRIEND,GFriend 2nd Mini Album 'Flower Bud',3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,10,6,https://lastfm.freetls.fastly.net/i/u/300x300/b5b77ed961c84b70b1554593d19f0a21.jpg
2022-02-18,82,RE,--,False,26,--,Oh! my mistake,April,APRIL 6th Mini Album 'the Ruby',3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,12,3,https://lastfm.freetls.fastly.net/i/u/300x300/1e0e44c54a42bf01adb83318f4349796.jpg
2022-02-18,83,RE,--,False,26,--,Enchanted,Taylor Swift,Speak Now (Deluxe Package),3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,50,3,https://lastfm.freetls.fastly.net/i/u/300x300/48c0470785481694dfa57d4c67fe441f.jpg
2022-02-18,84,'-36,48,False,26,1.25,The Louvre,Lorde,Melodrama,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,8,0,6,10,https://lastfm.freetls.fastly.net/i/u/300x300/06483355fe8ff1b4eb335c7d9704d84c.jpg
2022-02-18,85,RE,--,False,26,--,Into You,Ariana Grande,Dangerous Woman,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,2,10,https://lastfm.freetls.fastly.net/i/u/300x300/51b8cd76546763550af19d0937cae80a.jpg
2022-02-18,86,NEW,--,True,26,--,Roller Coaster,CHUNG HA,Offset,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,86,1,https://lastfm.freetls.fastly.net/i/u/300x300/08f1a15677597378c93f1c14ecb0f625.jpg
2022-02-18,87,RE,--,False,26,--,LOVE BOMB,fromis_9,From.9,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,38,4,https://lastfm.freetls.fastly.net/i/u/300x300/5ffecea1dcf210f5a6f72ae94abf7337.jpg
2022-02-18,88,'-53,35,False,26,0.11,Dress,Taylor Swift,Reputation,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,9,7,5,18,https://lastfm.freetls.fastly.net/i/u/300x300/05df79341035d53b68eb846764365e02.png
2022-02-18,89,RE,--,False,25,--,White Horse (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),3,2,2,15,6,4,150000,6000,200000,0.42,0.02,0.56,356000,25,0,0,3,9,https://lastfm.freetls.fastly.net/i/u/300x300/1aaa3638ee0bfee0ba8089c78ad63b26.jpg
2022-02-18,90,RE,--,False,25,--,XO,Beyoncé,Beyoncé,3,2,2,15,6,4,150000,6000,200000,0.42,0.02,0.56,356000,25,0,0,33,3,https://lastfm.freetls.fastly.net/i/u/300x300/915d91f274d69f59de9467d99f4f5cb3.png
2022-02-18,91,'-37,54,False,25,1.57,State of Grace (Taylor's Version),Taylor Swift,Red (Taylor's Version),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,7,0,1,8,https://lastfm.freetls.fastly.net/i/u/300x300/a758908e6e86dcecbb199c4b19acb799.jpg
2022-02-18,92,'-28,64,False,24,2.0,HULA HOOP,Loona,HULA HOOP / StarSeed ~カクセイ~,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,6,0,64,3,https://lastfm.freetls.fastly.net/i/u/300x300/6ecf17a0dda7e094a1953bed7906dc50.jpg
2022-02-18,93,'-17,76,False,24,2.0,What Is Love,TWICE,Summer Nights,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,6,0,12,5,https://lastfm.freetls.fastly.net/i/u/300x300/86ac21ab36bbd416b225228745866bfe.jpg
2022-02-18,94,'-11,83,False,24,2.0,Merry & Happy,TWICE,Merry & Happy,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,6,0,83,2,https://lastfm.freetls.fastly.net/i/u/300x300/4929cfba7c2ec125774d598e6c383b08.png
2022-02-18,95,'-11,84,False,24,2.0,SIGNAL,TWICE,SIGNAL,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,6,0,84,2,https://lastfm.freetls.fastly.net/i/u/300x300/05942112ac6f9a94650e61bb60d4030d.jpg
